ID_REF,VALUE,Description
23615_at,3.9344,"peptide YY, 2 (seminalplasmin)"
23617_at,3.6403,testis-specific serine kinase 2
23620_at,3.6002,neurotensin receptor 2
23626_at,3.3923,SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)
23630_at,3.9116,KCNE1-like
23671_at,3.6926,transmembrane protein with EGF-like and two follistatin-like domains 2
23704_at,3.9761,"potassium voltage-gated channel, Isk-related family, member 4"
23743_at,3.8586,betaine--homocysteine S-methyltransferase 2
23766_at,3.8539,"GABA(A) receptors associated protein like 3, pseudogene"
23769_at,3.9114,fibronectin leucine rich transmembrane protein 1
245711_at,3.6664,speedy homolog A (Xenopus laevis)
245802_at,3.5623,"membrane-spanning 4-domains, subfamily A, member 6E"
245932_at,3.7158,"defensin, beta 119"
245934_at,3.4816,"defensin, beta 121"
245936_at,3.7473,"defensin, beta 123"
245938_at,3.5393,"defensin, beta 125"
246126_at,3.402,"taxilin gamma 2, pseudogene"
246213_at,3.437,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8"
246269_at,3.7196,lactation elevated 1
246312_at,3.799,C21orf91 overlapping transcript 1 (non-protein coding)
246705_at,3.9294,long intergenic non-protein coding RNA 314
246777_at,3.6582,sperm equatorial segment protein 1
248_at,3.7634,"alkaline phosphatase, intestinal"
2487_at,3.7381,protein
2488_at,3.7926,"stimulating hormone, beta polypeptide"
249_at,3.7677,"alkaline phosphatase, liver/bone/kidney"
2492_at,3.3715,stimulating hormone receptor
2515_at,3.5103,metallopeptidase domain 2
2516_at,3.5957,"receptor subfamily 5, group A, member 1"
252884_at,3.7695,zinc finger protein 396
2529_at,3.8124,"7 (alpha (1,3) fucosyltransferase)"
253012_at,3.4276,HEPACAM family member 2
253017_at,3.2414,"trans-2,3-enoyl-CoA reductase-like"
253128_at,3.759,chromosome 12 open reading frame 33
253264_at,3.5107,ZNF503 antisense RNA 1 (non-protein coding)
253559_at,3.4814,cell adhesion molecule 2
253573_at,3.3458,uncharacterized LOC253573
253635_at,3.935,coiled-coil domain containing 75
253639_at,3.4408,zinc finger protein 620
253650_at,3.5641,ankyrin repeat domain 18A
253738_at,3.78,early B-cell factor 3
2538_at,3.5351,catalytic subunit
253962_at,3.5756,uncharacterized LOC253962
253970_at,3.4072,surfactant associated 3
254122_at,3.7476,sorting nexin 32
254173_at,3.9456,"tubulin tyrosine ligase-like family, member 10"
254228_at,3.6486,"family with sequence similarity 26, member E"
254268_at,3.4748,AKNA domain containing 1
2543_at,3.4454,antigen 1
254312_at,3.4745,uncharacterized LOC254312
254528_at,3.308,chromosome 16 open reading frame 73
254827_at,3.5958,N-acetylated alpha-linked acidic dipeptidase-like 2
254956_at,3.5017,MORN repeat containing 5
255061_at,3.7886,tachykinin 4 (hemokinin)
255082_at,3.6906,cancer susceptibility candidate 2 (non-protein coding)
255101_at,3.71,coiled-coil domain containing 108
255119_at,3.2805,chromosome 4 open reading frame 22
255275_at,3.7354,myeloid-associated differentiation marker-like 2
255330_at,3.5608,nucleoporin 210kDa pseudogene 1
255352_at,3.9002,NA
255394_at,3.9733,t-complex 11 (mouse)-like 2
2554_at,3.3737,"acid (GABA) A receptor, alpha 1"
255411_at,3.4832,uncharacterized LOC255411
255426_at,3.7418,"RasGEF domain family, member 1C"
255480_at,3.5864,uncharacterized LOC255480
2555_at,3.7193,"acid (GABA) A receptor, alpha 2"
2556_at,3.8925,"acid (GABA) A receptor, alpha 3"
255626_at,3.3061,"histone cluster 1, H2ba"
255654_at,3.7661,uncharacterized LOC255654
255743_at,3.9136,nephronectin
255762_at,3.6798,PDZ domain containing 9
255798_at,3.292,chromosome 3 open reading frame 43
2558_at,3.6277,"acid (GABA) A receptor, alpha 5"
2559_at,3.7966,"acid (GABA) A receptor, alpha 6"
255926_at,3.8913,"ADAM metallopeptidase domain 5, pseudogene"
2560_at,3.8024,"acid (GABA) A receptor, beta 1"
256006_at,3.7754,ankyrin repeat domain 31
256051_at,3.8246,zinc finger protein 549
256076_at,3.7115,"collagen, type VI, alpha 5"
2561_at,3.759,"acid (GABA) A receptor, beta 2"
256130_at,3.68,transmembrane protein 196
256158_at,3.7755,hemicentin 2
2562_at,3.7626,"acid (GABA) A receptor, beta 3"
256223_at,3.7316,CMT1A duplicated region transcript 15-like 2
256227_at,3.8223,STEAP family member 1B
256236_at,3.794,napsin B aspartic peptidase pseudogene
256309_at,3.8329,coiled-coil domain containing 110
256369_at,3.8948,long intergenic non-protein coding RNA 521
256380_at,3.7297,sex comb on midleg-like 4 (Drosophila)
256435_at,3.6818,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
256472_at,3.8626,transmembrane protein 151A
2565_at,3.5363,"acid (GABA) A receptor, gamma 1"
256536_at,3.7765,transcription elongation regulator 1-like
2567_at,3.7462,"acid (GABA) A receptor, gamma 3"
256764_at,3.8507,WD repeat domain 72
256957_at,3.7032,chromosome 17 open reading frame 66
257044_at,3.8243,chromosome 1 open reading frame 101
257062_at,3.6139,transmembrane protein 146
257177_at,3.6214,chromosome 1 open reading frame 192
257194_at,3.697,neuronal growth regulator 1
2572_at,3.8246,"decarboxylase 2 (pancreatic islets and brain, 65kDa)"
257240_at,3.444,kelch-like 34 (Drosophila)
257313_at,3.6769,urotensin 2 domain containing
257357_at,3.5958,BRWD1 intronic transcript 2 (non-protein coding)
257358_at,3.8653,uncharacterized LOC257358
257629_at,3.7153,ankyrin repeat and sterile alpha motif domain containing 4B
25770_at,3.7952,chromosome 22 open reading frame 31
25780_at,3.9624,RAS guanyl releasing protein 3 (calcium and DAG-regulated)
258010_at,3.4154,small VCP/p97-interacting protein
25817_at,3.7252,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A5"
25854_at,3.8265,"family with sequence similarity 149, member A"
2587_at,3.703,receptor 1
25884_at,3.7587,chordin-like 2
25893_at,3.4489,tripartite motif containing 58
259197_at,3.851,natural cytotoxicity triggering receptor 3
259215_at,3.9344,"lymphocyte antigen 6 complex, locus G6F"
25924_at,3.6926,myosin VIIA and Rab interacting protein
259249_at,3.8738,"MAS-related GPR, member X1"
25925_at,3.498,zinc finger protein 521
259286_at,3.522,"taste receptor, type 2, member 40"
259308_at,3.7629,"family with sequence similarity 205, member A"
2596_at,3.7882,associated protein 43
25975_at,3.5933,"EGF-like-domain, multiple 6"
26011_at,3.8236,"odz, odd Oz/ten-m homolog 4 (Drosophila)"
260293_at,3.7142,"cytochrome P450, family 4, subfamily X, polypeptide 1"
26032_at,3.6493,sushi domain containing 5
26033_at,3.6513,attractin-like 1
26038_at,3.8705,chromodomain helicase DNA binding protein 5
260429_at,3.8794,"protease, serine, 33"
260434_at,3.5454,PYD (pyrin domain) containing 1
260436_at,3.5599,follicular dendritic cell secreted protein
26047_at,3.6791,contactin associated protein-like 2
26051_at,3.8273,"protein phosphatase 1, regulatory subunit 16B"
26059_at,3.8373,ELKS/RAB6-interacting/CAST family member 2
26062_at,3.7821,hyaluronoglucosaminidase pseudogene 1
26074_at,3.921,chromosome 20 open reading frame 26
26077_at,3.8545,uncharacterized LOC26077
26103_at,3.6702,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 1"
26138_at,3.3203,chromosome 8 open reading frame 71
26166_at,3.5821,regulator of G-protein signaling 22
26167_at,3.6664,protocadherin beta 5
26188_at,3.8771,"olfactory receptor, family 1, subfamily C, member 1"
26189_at,3.5386,"olfactory receptor, family 1, subfamily A, member 2"
26191_at,3.6138,"protein tyrosine phosphatase, non-receptor type 22 (lymphoid)"
2620_at,3.5047,arrest-specific 2
26206_at,3.8849,sperm associated antigen 8
26219_at,3.588,"olfactory receptor, family 1, subfamily J, member 4"
26222_at,3.4605,DiGeorge syndrome critical region gene 10
26228_at,3.5695,signal transducing adaptor family member 1
26239_at,3.629,late cornified envelope 2B
26245_at,3.8635,"olfactory receptor, family 2, subfamily M, member 4"
26246_at,3.4522,"olfactory receptor, family 2, subfamily L, member 2"
26247_at,3.8139,"olfactory receptor, family 2, subfamily L, member 1 pseudogene"
26251_at,3.6414,"potassium voltage-gated channel, subfamily G, member 2"
26257_at,3.926,NK2 homeobox 8
26261_at,3.9355,F-box protein 24
26279_at,3.8361,"phospholipase A2, group IID"
26281_at,3.5138,fibroblast growth factor 20
26330_at,3.5914,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
26333_at,3.7363,"olfactory receptor, family 7, subfamily A, member 17"
26338_at,3.748,"olfactory receptor, family 5, subfamily L, member 2"
26339_at,3.6906,"olfactory receptor, family 5, subfamily K, member 1"
26343_at,3.8032,"olfactory receptor, family 5, subfamily E, member 1 pseudogene"
2637_at,3.8298,brain homeobox 2
2638_at,3.7518,component (vitamin D binding protein)
2641_at,3.7527,
26496_at,3.888,"olfactory receptor, family 10, subfamily A, member 3"
265_at,3.5623,"amelogenin, X-linked"
26525_at,3.7217,interleukin 36 receptor antagonist
26526_at,3.78,tetraspanin 16
26531_at,3.7085,"olfactory receptor, family 11, subfamily A, member 1"
26538_at,3.6262,"olfactory receptor, family 10, subfamily H, member 2"
26585_at,3.5557,gremlin 1
26595_at,3.463,"olfactory receptor, family 8, subfamily B, member 2"
266_at,3.4355,"amelogenin, Y-linked"
2660_at,3.2679,
2662_at,3.0528,differentiation factor 10
266553_at,3.7889,orofacial cleft 1 candidate 1
266629_at,3.7012,SEC14-like 3 (S. cerevisiae)
26664_at,3.5866,"olfactory receptor, family 7, subfamily C, member 1"
266695_at,3.6345,PHD finger protein 2 pseudogene 1
266722_at,3.7795,heparan sulfate 6-O-sulfotransferase 3
266743_at,3.9189,neuronal PAS domain protein 4
266747_at,3.6402,ral guanine nucleotide dissociation stimulator-like 4
2668_at,3.9225,cell derived neurotrophic factor
266917_at,3.892,D21S2088E
266919_at,3.3589,long intergenic non-protein coding RNA 307
26692_at,3.7153,"olfactory receptor, family 2, subfamily W, member 1"
2670_at,3.7543,fibrillary acidic protein
267012_at,3.6893,D-amino acid oxidase activator
26707_at,3.3395,"olfactory receptor, family 2, subfamily J, member 2"
26716_at,3.8048,"olfactory receptor, family 2, subfamily H, member 1"
2675_at,3.7966,family receptor alpha 2
26776_at,3.8892,"small nucleolar RNA, H/ACA box 71B"
2681_at,3.9472,alpha-galactosyltransferase 1 pseudogene
26821_at,3.7003,"small nucleolar RNA, H/ACA box 74A"
2689_at,3.7223,hormone 2
269_at,3.9578,"anti-Mullerian hormone receptor, type II"
2690_at,3.5952,hormone receptor
2693_at,3.6489,hormone secretagogue receptor
2694_at,3.4276,intrinsic factor (vitamin B synthesis)
2695_at,3.9569,inhibitory polypeptide
26952_at,3.4418,submaxillary gland androgen regulated protein 3A
2696_at,3.5372,inhibitory polypeptide receptor
26998_at,3.5324,fetuin B
270_at,3.5733,adenosine monophosphate deaminase 1
27004_at,3.8856,T-cell leukemia/lymphoma 6 (non-protein coding)
27006_at,3.9311,fibroblast growth factor 22
2701_at,3.8087,"junction protein, alpha 4, 37kDa"
27012_at,3.9025,"potassium channel, subfamily V, member 1"
27022_at,3.8403,forkhead box D3
27023_at,3.6612,forkhead box B1
2703_at,3.712,"junction protein, alpha 8, 50kDa"
27033_at,3.7251,zinc finger and BTB domain containing 32
27039_at,3.4852,polycystic kidney disease 2-like 2
27091_at,3.8646,"calcium channel, voltage-dependent, gamma subunit 5"
27098_at,3.5623,clusterin-like 1 (retinal)
2712_at,3.7447,kinase 2
27121_at,3.507,dickkopf homolog 4 (Xenopus laevis)
27123_at,3.5022,dickkopf 2 homolog (Xenopus laevis)
27129_at,3.6246,"heat shock 27kDa protein family, member 7 (cardiovascular)"
27133_at,3.6758,"potassium voltage-gated channel, subfamily H (eag-related), member 5"
27136_at,3.2868,MORC family CW-type zinc finger 1
27145_at,3.6351,filamin A interacting protein 1
27164_at,3.6149,sal-like 3 (Drosophila)
27177_at,3.7755,"interleukin 36, beta"
27180_at,3.7948,sialic acid binding Ig-like lectin 9
27181_at,3.5398,sialic acid binding Ig-like lectin 8
27197_at,3.4687,G protein-coupled receptor 82
27198_at,3.6082,hydroxycarboxylic acid receptor 1
27199_at,3.6542,oxoglutarate (alpha-ketoglutarate) receptor 1
27201_at,3.8758,G protein-coupled receptor 78
27202_at,3.406,G protein-coupled receptor 77
27231_at,3.6641,integrin beta 1 binding protein 3
27233_at,3.5857,"sulfotransferase family, cytosolic, 1C, member 4"
27255_at,3.6169,contactin 6
27285_at,3.9107,tektin 2 (testicular)
27288_at,3.7147,"RNA binding motif protein, X-linked-like 2"
27299_at,3.652,"ADAM-like, decysin 1"
27302_at,3.5943,bone morphogenetic protein 10
27319_at,3.8379,"basic helix-loop-helix family, member e22"
27324_at,3.405,TOX high mobility group box family member 3
27328_at,3.7429,protocadherin 11 X-linked
27329_at,3.5038,angiopoietin-like 3
27330_at,3.8701,"ribosomal protein S6 kinase, 90kDa, polypeptide 6"
27334_at,3.649,"purinergic receptor P2Y, G-protein coupled, 10"
2741_at,3.4589,"receptor, alpha 1"
2742_at,3.9549,"receptor, alpha 2"
27443_at,3.9559,"cat eye syndrome chromosome region, candidate 2"
2779_at,3.8177,"nucleotide binding protein (G protein), alpha transducing activity polypeptide 1"
2780_at,3.6739,"nucleotide binding protein (G protein), alpha transducing activity polypeptide 2"
2797_at,3.8212,hormone 2
2798_at,3.6945,hormone receptor
28_at,3.9669,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)"
280664_at,3.9527,WAP four-disulfide core domain 10B
2814_at,3.5567,V (platelet)
2823_at,3.9424,M6A
28234_at,3.7223,"solute carrier organic anion transporter family, member 1B3"
2825_at,3.6416,protein-coupled receptor 1
282566_at,3.4492,long intergenic non-protein coding RNA 515
282618_at,3.9767,"interleukin 29 (interferon, lambda 1)"
282706_at,3.4258,DAOA antisense RNA 1 (non-protein coding)
282775_at,3.6545,"olfactory receptor, family 5, subfamily J, member 2"
282966_at,3.9479,chromosome 10 open reading frame 53
282980_at,3.5217,uncharacterized LOC282980
282996_at,3.4402,RNA binding motif protein 20
282997_at,3.8976,uncharacterized LOC282997
283025_at,3.5623,chromosome 10 open reading frame 40
283038_at,3.5189,uncharacterized LOC283038
283078_at,3.5371,mohawk homeobox
283129_at,3.572,chromosome 11 open reading frame 85
283150_at,3.4937,forkhead box R1
283152_at,3.8901,coiled-coil domain containing 153
28316_at,3.5881,"cadherin 20, type 2"
283165_at,3.8096,KIRREL3 antisense RNA 3 (non-protein coding)
283171_at,3.6907,chromosome 11 open reading frame 44
283174_at,3.7468,uncharacterized LOC283174
283197_at,3.3346,long intergenic non-protein coding RNA 301
2832_at,3.5719,B/W receptor 2
283238_at,3.408,"solute carrier family 22, member 24"
283297_at,3.9534,"olfactory receptor, family 10, subfamily A, member 4"
283298_at,3.6,olfactomedin-like 1
283392_at,3.9252,uncharacterized LOC283392
2834_at,3.4041,releasing hormone receptor
283401_at,3.8478,uncharacterized protein FLJ33996
283416_at,3.7731,chromosome 12 open reading frame 61
283417_at,3.4387,dpy-19-like 2 (C. elegans)
283432_at,3.2664,long intergenic non-protein coding RNA 485
283446_at,3.5491,myosin IH
283455_at,3.9134,kinase suppressor of ras 2
283461_at,3.2863,chromosome 12 open reading frame 40
283471_at,3.3935,"transmembrane (C-terminal) protease, serine 12"
283480_at,3.4483,FGF14 intronic transcript 1 (non-protein coding)
283483_at,3.3951,uncharacterized LOC283483
283514_at,3.4962,seven in absentia homolog 3 (Drosophila)
283521_at,3.9662,long intergenic non-protein coding RNA 282
283547_at,3.3422,uncharacterized LOC283547
283554_at,3.754,G protein-coupled receptor 137C
283571_at,3.6528,prospero homeobox 2
283576_at,3.9582,"zinc finger, DHHC-type containing 22"
283585_at,3.9778,uncharacterized LOC283585
283592_at,3.5614,FAM181A antisense RNA 1 (non-protein coding)
283629_at,3.7003,testis-specific serine kinase 4
283673_at,3.966,long intergenic non-protein coding RNA 277
283694_at,3.8563,"olfactory receptor, family 4, subfamily N, member 4"
283731_at,3.5616,uncharacterized LOC283731
283738_at,3.7915,uncharacterized LOC283738
283847_at,3.5918,coiled-coil domain containing 79
283849_at,3.7731,exocyst complex component 3-like 1
283860_at,3.763,long intergenic non-protein coding RNA 304
283867_at,3.5623,uncharacterized LOC283867
283875_at,3.9126,long intergenic non-protein coding RNA 514
283897_at,3.3153,chromosome 16 open reading frame 54
283932_at,3.9334,FBXL19 antisense RNA 1 (non-protein coding)
28395_at,3.469,immunoglobulin heavy variable 4-34
28396_at,3.4907,immunoglobulin heavy variable 4-31
283999_at,3.7819,transmembrane protein 235
2840_at,3.6355,protein-coupled receptor 17
284067_at,3.7479,chromosome 17 open reading frame 105
284069_at,3.9548,"family with sequence similarity 171, member A2"
28409_at,3.3371,immunoglobulin heavy variable 3-73
284099_at,3.5005,chromosome 17 open reading frame 78
2841_at,3.9501,protein-coupled receptor 18
28410_at,3.6143,immunoglobulin heavy variable 3-72
284257_at,3.9011,biorientation of chromosomes in cell division 1 pseudogene
284274_at,3.6059,chromosome 18 open reading frame 62
284276_at,3.913,uncharacterized LOC284276
284294_at,3.9465,uncharacterized LOC284294
284339_at,3.8074,transmembrane protein 145
284359_at,3.8008,izumo sperm-egg fusion 1
284367_at,3.7758,"sialic acid binding Ig-like lectin, pseudogene 3"
284369_at,3.7462,chromosome 19 open reading frame 75
284379_at,3.8741,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 pseudogene"
284382_at,3.4111,actin-like 9
